Record ID,Business Name,Address,License Type,License Category,Expiration Date,Neighborhood,Council District,ZIP Code,Street Number,Street Prefix,Street Name,Street Type,Parcel ID,Address ID,Longitude,Latitude,ObjectId,x,y
BUS2010-00309,"NAZER ENTERPRISES, INC.",9320 Woodward Ave,Restaurant License,FoodServices,2025-05-31,North End,5.0,48202,9320,,Woodward,Ave,01004347-8,350392,-83.081997,42.384132,493,-9248645.60012828,5218695.36867537
BUS2010-00029,EDDIE & KEIS INC.,18077 Kelly Rd,Retailer License,Retail,2025-08-31,Mapleridge,4.0,48224,18077,,Kelly,Rd,21057310-8,97617,-82.957986,42.429105,494,-9234840.75875552,5225475.60261077
BUS2010-00119,"SCOTTY & ANDY, INC",7250 W Lafayette Blvd,Restaurant License,FoodServices,2026-08-31,Central Southwest,6.0,48209,7250,W,Lafayette,Blvd,18009254.,347558,-83.1160845,42.304995,495,-9252440.2032707,5206776.27245426
BUS2010-00602,JONATHON CORPORATION,19331 W Warren Ave,Retailer License,Retail,2025-08-31,Warrendale,7.0,,19331,W,Warren,Ave,22000322-7,545370,-83.2301145,42.34293,496,-9265133.96480585,5212487.92133726
BUS2010-00162,MARK JOSEPH INC,8720 E Seven Mile,Retailer License,Retail,2025-08-31,Mount Olivet,3.0,48234,8720,E,Seven Mile,,17004996.002L,205703,-83.015091,42.433884,497,-9241197.65827727,5226196.38158882
BUS2010-00209,"NABOU, INC.",14650 Gratiot Ave,Retailer License,Retail,2025-08-31,Regent Park,3.0,48205,14650,,Gratiot,Ave,21028528-9,144133,-82.9742625,42.43959,498,-9236652.65044742,5227057.04467669
BUS2010-00749,"RENIS II, LLC",4107 Cass Ave,Restaurant License,FoodServices,2025-05-31,Midtown,6.0,48201,4107,,Cass,Ave,02002221.,349190,-83.06334,42.349509,499,-9246568.71238855,5213478.8330873
BUS2010-00002,FOOD PALACE SUPER MARKET INC,4809 E Seven Mile,Retailer License,Retail,2025-08-31,Farwell,3.0,48234,4809,E,Seven Mile,,13008532-4,294240,-83.0554335,42.433461,500,-9245688.5648346,5226132.58160917
BUS2010-00037,HOUSE OF LIQUOR & WINE SHOP INC,6290 Tireman St,Retailer License,Retail,2025-08-31,Midwest,6.0,48204,6290,,Tireman,St,16002104-9,215947,-83.1352455,42.352362,501,-9254573.19603379,5213908.57671475
BUS2010-00173,"KAKOS BROTHERS, INC.",14216 Fenkell St,Retailer License,Retail,2025-08-31,Bethune Community,1.0,48227,14216,,Fenkell,St,22011463.,370514,-83.184975,42.40215,502,-9260109.05865119,5221411.22064597
BUS2010-00245,VAYDA INC,13339 Livernois Ave,Retailer License,Retail,2025-08-31,Oakman Blvd Community,7.0,48238,13339,,Livernois,Ave,16018032-3,424249,-83.139876,42.38622,503,-9255088.66093591,5219010.05284353
BUS2010-00253,DYMIX USED AUTOS,9331 Freeland St,Second Hand Store License,SecondHandSales,2025-10-31,We Care Community,7.0,48228,9331,,Freeland,St,22036452.,216251,-83.184246,42.363999,504,-9260027.9067424,5215661.6447676
BUS2010-00313,J & S LIQUOR STORE,18246 Joy Rd,Retailer License,Retail,2025-08-31,Franklin Park,7.0,,18246,,Joy,Rd,22002898-9,545389,-83.21868,42.358104,505,-9263861.08208838,5214773.54574479
BUS2010-00569,"QSM, INC",8059 Grand River Ave,Retailer License,Retail,2025-08-31,Petoskey-Otsego,6.0,48204,8059,,Grand River,Ave,14001564.,61201,-83.117124,42.359634,506,-9252555.91988138,5215004.03672158
BUS2010-00135,ALVIN MISBIL INC,15349 W McNichols Rd,Retailer License,Retail,2025-08-31,Hubbell-Puritan,1.0,48235,15349,W,McNichols,Rd,22012954-9,351809,-83.1976425,42.415794,507,-9261519.19830082,5223468.29882412
BUS2010-00750,SECOND AVENUE LIQUOR INC,3435 2nd Ave,Retailer License,Retail,2025-08-31,Midtown,6.0,48201,3435,,2nd,Ave,04000633-50,221649,-83.0628135,42.343767,508,-9246510.10267665,5212613.9823281
BUS2010-00382,ISABELLA & MARIN INC,14445 Schaefer Hwy,Retailer License,Retail,2025-08-31,Grand River-I96,7.0,48227,14445,,Schaefer,Hwy,22030882.001,132302,-83.179161,42.394617,509,-9259461.84713172,5220275.67719861
BUS2010-00052,NAJIB CORP,6103 Charles St,Retailer License,Retail,2025-08-31,Buffalo Charles,3.0,48212,6103,,Charles,St,13006958-9,270994,-83.0402595,42.412131,510,-9243999.4028813,5222915.99181145
BUS2010-00080,JOSEPH K INC,1421 Springwells St,Retailer License,Retail,2025-08-31,Springwells,6.0,48209,1421,,Springwells,St,20005576.,48561,-83.123244,42.305346,511,-9253237.19516503,5206829.10467077
BUS2010-00116,WAYNE FOOD INC,14411 Schoolcraft St,Retailer License,Retail,2025-08-31,Schoolcraft Southfield,1.0,,14411,,Schoolcraft,St,22008681.,545473,-83.1864645,42.387183,512,-9260274.86903273,5219155.19087891
BUS2010-00586,"MNSN, INC.",11717 Chalmers St,Retailer License,Retail,2025-08-31,Eden Gardens,4.0,,11717,,Chalmers,St,21055798.,545338,-82.9749195,42.420375,513,-9236725.78735287,5224159.06724736
BUS2010-00155,NBMH INC,19663 Conant St,Retailer License,Retail,2025-08-31,Nolan,3.0,48234,19663,,Conant,St,09008533-4,286489,-83.0780775,42.4386,514,-9248209.28338412,5226907.71265441
BUS2010-00189,"FIELDING PARTY STORE, INC.",20501 Grand River Ave,Retailer License,Retail,2025-08-31,Miller Grove,1.0,48219,20501,,Grand River,Ave,22007376-7,119101,-83.243268,42.410439,515,-9266598.205728,5222660.88300127
BUS2010-00224,"M.C.C. INVESTMENTS, INC",1370 Oakwood Blvd,Retailer License,Retail,2025-08-31,Oakwood Heights,6.0,48217,1370,S,Oakwood,Blvd,20017996.001,348346,-83.1631635,42.285609,516,-9257681.01357775,5203858.76574323
BUS2024-00682,MISAN ENTERPRISES INC,14414 W Chicago St,Second Hand Store License,SecondHandSales,2025-10-31,Plymouth-Hubbell,7.0,48228,14414,W,Chicago,St,22004621-2,351493,-83.18547,42.365826,517,-9260164.16179913,5215936.90458563
BUS2012-00072,CHENE & TROMBLY MARKET INC.,3677 Holborn St,Retailer License,Retail,2025-08-31,Poletown East,5.0,48211,3677,,Holborn,St,13003770.002L,262100,-83.0350215,42.377949,518,-9243416.31138852,5217763.58512266
BUS2024-00684,VESPER BOOKS AND WINE,5001 Grand River Ave,Cabaret ABC or Bar Class C License,NightClub,2025-05-31,Core City,6.0,48208,5001,,Grand River,Ave,10000546.,536266,-83.0900025,42.348699,519,-9249536.76831183,5213356.82741057
BUS2012-00373,,2322 W Grand Blvd,Retailer License,Retail,2025-08-31,NW Goldberg,5.0,48208,2322,W,Grand,Blvd,10001024-6,348678,-83.0986335,42.360354,520,-9250497.56683687,5215112.50500556
BUS2024-00685,JEFFERSON FISH & CHICKEN,11200 E Jefferson Ave,Restaurant License,FoodServices,2025-05-31,Marina District,5.0,48214,11200,E,Jefferson,Ave,21000449-55,350728,-82.970802,42.365133,521,-9236267.42934952,5215832.49474682
BUS2012-00378,FAMILY DOLLAR STORES OF MICHIGAN,8500 Woodward Ave,Retailer License,Retail,2025-08-31,North End,5.0,48202,8500,,Woodward,Ave,01004329-31,343117,-83.078136389646,42.378488053744,522,-9248215.83894952,5217844.81734635
BUS2012-00327,,14632 Mack Ave,Retailer License,Retail,2025-08-31,Riverbend,4.0,48215,14632,,Mack,Ave,21001009-17,546713,-82.9485,42.386238,523,-9233784.78206585,5219012.76568358
BUS2012-00375,DOLLAR GENERAL ATTN: MARK HALL,6377 W Vernor Hwy,Retailer License,Retail,2025-08-31,Central Southwest,6.0,48209,6377,W,Vernor,Hwy,18001304.,451899,-83.1107205,42.315273,524,-9251843.08552208,5208323.43011824
BUS2012-00007,"LCH CIGAR LOUNGE, LLC",151 W Congress St,Retailer License,Retail,2025-08-31,Downtown,6.0,48226,151,W,Congress,St,02000142-3,347800,-83.0475135,42.329187,525,-9244806.91446751,5210418.32113875
BUS2012-00056,BLUE FISH & CHICKEN,11611 Linwood St,Restaurant License,FoodServices,2026-05-31,Dexter-Linwood,5.0,48206,11611,,Linwood,St,10007639.,42301,-83.114901,42.382188,526,-9252308.45665335,5218402.39627151
BUS2012-00528,MIZ INC,15935 W 7 Mile Rd,Retailer License,Retail,2025-08-31,College Park,2.0,48235,15935,W,7 Mile,Rd,22016215-7,351951,-83.204874,42.430122,527,-9262324.20519849,5225628.98411786
BUS2012-00154,LAHSER & GRAND RIVER INC,17444 Lahser Rd,Retailer License,Retail,2025-08-30,Holcomb Community,1.0,48219,17444,,Lahser,Rd,22113383.,352327,-83.257461,42.418584,528,-9268178.16326083,5223888.99657096
BUS2012-00330,FAMILY DOLLAR STORES OF MICHIGAN LL,8800 Evergreen Rd,Retailer License,Retail,2025-08-31,Franklin Park,7.0,,8800,,Evergreen,Rd,22002730-40,545386,-83.2353165,42.357915,529,-9265713.04879696,5214745.07371945
BUS2012-00386,RNA TRADEWINDS INC,17501 Livernois Ave,Retailer License,Retail,2025-08-31,Bagley,2.0,48221,17501,,Livernois,Ave,16017702-8,549797,-83.141379,42.421149,530,-9255255.97413057,5224275.78359526
BUS2012-00047,SUPER X MANAGEMENT INC,5637 Charles St,Retailer License,Retail,2025-08-31,Buffalo Charles,3.0,48212,5637,,Charles,St,13006912-3,270952,-83.0456955,42.412059,531,-9244604.53563325,5222905.13597721
BUS2012-00073,"J.I.J.A., INC.",13301 Dexter Ave,Retailer License,Retail,2025-08-31,Russell Woods,7.0,48238,13301,,Dexter,Ave,14005423.002,83779,-83.131074,42.389046,532,-9254108.82677794,5219435.97825824
BUS2012-00520,J J SABRINA INC,12840 W Seven Mile,Retailer License,Retail,2025-08-31,Greenwich,2.0,48235,12840,W,Seven Mile,,22017463.,26641,-83.1727215,42.431454,533,-9258745.00527075,5225829.87693567
BUS2012-00128,TWO BROTHERS & A FRIEND INC,18300 W Warren Ave,Retailer License,Retail,2025-08-31,Warrendale,7.0,48228,18300,W,Warren,Ave,22000729-31,215442,-83.218671,42.343686,534,-9263860.08021296,5212601.78280402
BUS2012-00150,F & A MARKET LLC,15660 Fenkell St,Retailer License,Retail,2025-08-31,Crary/St Marys,1.0,48227,15660,,Fenkell,St,22011326.005L,145997,-83.2013775,42.401628,535,-9261934.97659893,5221332.52865141
BUS2012-00368,,11630 Greenfield Rd,Retailer License,Retail,2025-08-31,Plymouth-Hubbell,7.0,48227,11630,,Greenfield,Rd,22049818-22,404583,-83.197177687286,42.373287040914,536,-9261467.45558618,5217061.0844429
BUS2012-00371,,15800 Grand River Ave,Retailer License,Retail,2025-08-31,Grand River-St Marys,1.0,48227,15800,,Grand River,Ave,22008259-67,129312,-83.2020255,42.394464,537,-9262007.11162896,5220252.61500453
BUS2012-00376,,7070 Gratiot Ave,Retailer License,Retail,2025-08-31,Gratiot-Grand,5.0,48207,7070,,Gratiot,Ave,15000329-0,1438,-83.018826,42.371352,538,-9241613.43657538,5216769.51256531
BUS2012-00412,DOLLAR GENERAL ATTN: MARK HALL,1727 E State Fair St,Retailer License,Retail,2025-08-31,Nolan,3.0,48203,1727,E,State Fair,St,09008154-65,280639,-83.086377393029,42.440256016534,539,-9249133.22324974,5227157.50822231
BUS2012-00414,FAMILY DOLLAR STORES OF MICHIGAN,10130 W Seven Mile,Retailer License,Retail,2025-08-31,McDowell,2.0,48221,10130,W,Seven Mile,,16008746-52,26650,-83.1626505,42.431706,540,-9257623.90667898,5225867.88416524
BUS2012-00037,FENKELL TIRE SHOP INC.,22000 Fenkell St,Second Hand Store License,SecondHandSales,2025-10-31,Brightmoor,1.0,48223,22000,,Fenkell,St,22011238-42,130904,-83.25729,42.400602,541,-9268159.12762791,5221177.86008733
BUS2012-00051,"JCJ FOOD, INC.",1535 E Nevada St,Retailer License,Retail,2025-08-31,Hawthorne Park,3.0,48203,1535,E,Nevada,St,09006912-4,545867,-83.087658,42.425361,542,-9249275.77976566,5224910.96293021
BUS2012-00115,"WARREN TIRE REPAIR, INC",18201 E Warren Ave,Second Hand Store License,SecondHandSales,2025-10-31,Cornerstone Village,4.0,48224,18201,E,Warren,Ave,21003047-51,352437,-82.917882,42.412023,543,-9230376.40189674,5222899.70806476
BUS2012-00399,GUILIOS MARKET INC,21306 Schoolcraft St,Retailer License,Retail,2025-08-31,Brightmoor,1.0,48223,21306,,Schoolcraft,St,22009421-4,115560,-83.250432,42.386301,544,-9267395.69856005,5219022.2606299
BUS2012-00436,SIX MILE X-PRESS PARTY STORE LLC,19410 W McNichols Rd,Retailer License,Retail,2025-08-31,Evergreen-Outer Drive,1.0,48219,19410,W,McNichols,Rd,22013675-9,116660,-83.2335075,42.415587,545,-9265511.67183812,5223437.08651133
BUS2012-00139,TOM'S LIQUOR PALACE INC,20078 Livernois Ave,Retailer License,Retail,2025-08-31,Green Acres,2.0,48221,20078,,Livernois,Ave,02004483.,352996,-83.1415005,42.44157,546,-9255269.4994487,5227355.71579959
BUS2013-00053,,8720 E Seven Mile,Retailer License,Retail,2025-08-31,Mount Olivet,3.0,48234,8720,E,Seven Mile,,17004996.002L,205703,-83.015091,42.433884,547,-9241197.65827727,5226196.38158882
BUS2013-00172,FAMILY FOOD MARKET INC,12645 E 7 Mile Rd,Retailer License,Retail,2025-08-31,Pulaski,3.0,48205,12645,E,7 Mile,Rd,21021016-7,351004,-82.995066,42.434883,548,-9238968.48547413,5226347.0598459
BUS2013-00246,DOLLAR GENERAL,12421 Hayes St,Retailer License,Retail,2025-08-31,Mapleridge,4.0,48205,12421,,Hayes,St,21056671-81,139812,-82.965424099455,42.421912179525,549,-9235668.76419932,5224390.86966613
BUS2013-00250,"DOLGENCORP, LLC",3000 W Davison St,Retailer License,Retail,2025-08-31,Oakman Blvd Community,2.0,48238,3000,W,Davison,St,12004504-16,348924,-83.126589573513,42.391765994202,550,-9253609.62270491,5219845.94493856
BUS2013-00271,WARREN FOOD GROUP,12248 E Warren Ave,Restaurant License,FoodServices,2026-05-31,Fox Creek,4.0,48215,12248,E,Warren,Ave,21002581-90,350914,-82.974636,42.389361,551,-9236694.22827723,5219483.45520882
BUS2013-00305,"JUSTIN ANTHONY, INC.",10649 W Chicago St,Retailer License,Retail,2025-08-31,Barton-McFarland,7.0,48204,10649,W,Chicago,St,18005583-9,216300,-83.166516,42.365835,552,-9258054.21217064,5215938.26056514
BUS2013-00111,"LA CINA, INC.",17201 Mack Ave,Restaurant License,FoodServices,2025-05-31,Cornerstone Village,4.0,48224,17201,,Mack,Ave,21001523.,313251,-82.921059,42.396651,553,-9230730.06391899,5220582.27406205
BUS2013-00294,"DAVISON SEAFOOD & FISH, LLC.",1520 E Seven Mile,Restaurant License,FoodServices,2025-05-31,Hawthorne Park,3.0,48203,1520,E,Seven Mile,,09007511-6,291012,-83.0884365,42.432516,554,-9249362.44198924,5225990.05129527
BUS2013-00057,,12511 Morang Dr,Retailer License,Retail,2025-08-31,Denby,4.0,48224,12511,,Morang,Dr,21076798-808,308368,-82.9566855,42.428547,555,-9234695.98775774,5225391.44744292
BUS2013-00155,ROASTING PLANT FIRST NATIONAL  LLC,660 Woodward Ave,Restaurant License,FoodServices,2025-05-31,Downtown,6.0,48226,660,,Woodward,Ave,01004105.,348114,-83.0452815,42.330924,556,-9244558.44936406,5210679.87628833
BUS2013-00182,AMILA INC,12730 W McNichols Rd,Retailer License,Retail,2025-08-31,Schulze,2.0,48235,12730,W,McNichols,Rd,22014160-3,20703,-83.170926,42.416964,557,-9258545.13112504,5223644.7181811
BUS2013-00315,RKRK INC,7927 Charlevoix St,Retailer License,Retail,2025-08-31,Islandview,5.0,48214,7927,,Charlevoix,St,17010241-3,519331,-83.003517,42.362919,558,-9239909.24649083,5215498.93336869
BUS2013-00344,"ALLADIN LIQUOR SHOPPE, INC.",19102 Van Dyke St,Retailer License,Retail,2025-08-31,Nortown,3.0,48234,19102,,Van Dyke,St,17009859-62,546462,-83.023767,42.434262,559,-9242163.46617939,5226253.39470092
BUS2013-00052,DOLLAR GENERAL,10170 Gratiot Ave,Retailer License,Retail,2025-08-31,Airport Sub,3.0,48213,10170,,Gratiot,Ave,19001600.003,546573,-83.001404592302,42.396921786664,560,-9239674.09434154,5220623.0920888
BUS2013-00251,DOLLAR GENERAL,18209 Joy Rd,Retailer License,Retail,2025-08-31,Warrendale,7.0,48228,18209,,Joy,Rd,22002327-38,352443,-83.218429080778,42.357553538102,561,-9263833.14988836,5214690.62130018
BUS2013-00269,"CAPTAIN JAY'S #112, INC",16907 Meyers Rd,Restaurant License,FoodServices,2025-05-31,Fitzgerald/Marygrove,2.0,48235,16907,,Meyers,Rd,22019042-9,94284,-83.1704805,42.415569,562,-9258495.53829189,5223434.37240204
BUS2013-00334,"AAA PARTY STORE, INC.",13023 E Warren Ave,Retailer License,Retail,2025-08-31,Chandler Park,4.0,48215,13023,E,Warren,Ave,21002693-4,307089,-82.9666215,42.392916,563,-9235802.05821826,5220019.2830265
BUS2013-00056,,12420 Conant St,Retailer License,Retail,2025-08-31,Buffalo Charles,3.0,48212,12420,,Conant,St,13024939.,275543,-83.057814,42.410601,564,-9245953.56088243,5222685.30801498
BUS2013-00268,"CAPTAIN JAY'S FISH & CHICKEN #110, IN",15321 Greenfield Rd,Restaurant License,FoodServices,2026-05-31,Crary/St Marys,1.0,48227,15321,,Greenfield,Rd,22050852-3,537974,-83.1991815,42.402132,565,-9261690.51899715,5221408.50711802
BUS2013-00017,H & I AUTO SALES INC,8843 Mark Twain St,Second Hand Store License,SecondHandSales,2025-10-31,We Care Community,7.0,48228,8843,,Mark Twain,St,22037515-6,541107,-83.18511,42.359103,566,-9260124.08678245,5214924.04215846
BUS2013-00066,DARLENE ALSON,19015 W McNichols Rd,Second Hand Store License,SecondHandSales,2025-10-31,North Rosedale Park,1.0,48219,19015,W,McNichols,Rd,22013211.,352692,-83.2283325,42.415173,567,-9264935.59347326,5223374.66219483
BUS2013-00103,,16086 E Eight Mile,Retailer License,Retail,2025-08-31,Regent Park,3.0,48205,16086,E,Eight Mile,,21027960-5,99078,-82.9544085,42.449832,568,-9234442.5132772,5228602.09081334
BUS2013-00136,"LM KORY, INC",19706 Sherwood St,Retailer License,Retail,2025-08-31,Nortown,3.0,48234,19706,,Sherwood,St,15012067-71,266182,-83.033946,42.44022,569,-9243296.58727618,5227152.07537386
BUS2013-00303,LIVERNOIS NEW AND USED TIRE SERVICE,4820 Livernois Ave,Second Hand Store License,SecondHandSales,2025-10-31,Chadsey Condon,6.0,48210,4820,,Livernois,Ave,16017200.,539806,-83.1232215,42.335604,570,-9253234.69047649,5211384.62041309
BUS2013-00061,FAMILY DOLLAR STORES OF MICHIGAN,3911 Joy Rd,Retailer License,Retail,2025-08-31,Petoskey-Otsego,5.0,48206,3911,,Joy,Rd,14003349-56,57416,-83.119545589722,42.369171610274,571,-9252825.49001614,5216440.98230293
BUS2013-00130,ROCKY SITTO INC,9650 Harper Ave,Retailer License,Retail,2025-08-31,Airport Sub,3.0,48213,9650,,Harper,Ave,19001801-2,282351,-83.006784,42.392583,572,-9240272.92726725,5219969.09027176
BUS2013-00140,VIETNAM VETERANS OF AMERICA CHAPTER,2951 Woodward Ave,Parking Lot License,LPTV,2026-01-31,Midtown,6.0,48201,2951,,Woodward,Ave,02001831.,348907,-83.0560545,42.343812,573,-9245757.69423838,5212620.75984826
BUS2013-00187,PONTCHARTRAIN DETROIT HOTEL LLC,2 Washington Blvd,Hotel Class B License,Lodging,2025-06-30,Downtown,6.0,48226,2,,Washington,Blvd,02000090-4,288420,-83.0476665,42.328017,574,-9244823.9463496,5210242.1481659
BUS2013-00298,"ANDIE ENTERPRISES, INC.",12507 Livernois Ave,Retailer License,Retail,2025-08-31,Oakman Blvd Community,7.0,48204,12507,,Livernois,Ave,16018112.,347563,-83.139614799591,42.380067288121,575,-9255059.58423938,5218082.80267791
BUS2013-00008,SHAFO MANAGEMENT INC,3714 Trumbull St,Retailer License,Retail,2025-08-31,Woodbridge,6.0,48208,3714,,Trumbull,St,06005919.,44395,-83.073933,42.34428,576,-9247747.91975453,5212691.24634555
BUS2013-00060,FAMILY DOLLAR STORES OF MICHIGAN,4291 Livernois Ave,Retailer License,Retail,2025-08-31,Claytown,6.0,48210,4291,,Livernois,Ave,18007054-62,387942,-83.1218445,42.332229,577,-9253081.40353767,5210876.38620437
BUS2013-00068,CEZAR TIRE SERVICE,9635 Van Dyke St,Second Hand Store License,SecondHandSales,2025-10-31,Airport Sub,3.0,48213,9635,,Van Dyke,St,15005559.,540695,-83.023416,42.400692,578,-9242124.39303812,5221191.42740403
BUS2020-00119,"GIGIS BIRDCAGE, LLC",16920 W Warren Ave,Retailer License,Retail,2025-08-31,Warren Ave Community,7.0,48228,16920,W,Warren,Ave,22000786-91,215809,-83.2112415,42.34365,579,-9263033.03205611,5212596.36079837
BUS2020-00129,J & M LA CONEY INC.,1700 E McNichols Rd,Restaurant License,FoodServices,2025-05-31,North Campau,3.0,48203,1700,E,McNichols,Rd,09006632.002L,269831,-83.08575,42.417612,580,-9249063.38217723,5223742.42877976
BUS2020-00132,SIX & J GAS & MORE INC,1 W McNichols Rd,Gas Station License,GasStation,2025-08-31,Grixdale Farms,2.0,48203,1,W,McNichols,Rd,01004397-402,49782,-83.1023595,42.41817,581,-9250912.34325956,5223826.56927102
BUS2020-00135,NI'S NO1 CHINESE FOOD INC,11860 E Warren Ave,Restaurant License,FoodServices,2025-05-31,Conner Creek Industrial,4.0,48215,11860,E,Warren,Ave,21046422.,546866,-82.975806,42.388299,582,-9236824.47208145,5219323.39101355
BUS2020-00136,"WHOLE FOODS MARKET GROUP, INC",115 Mack Ave,Restaurant License,FoodServices,2025-05-31,Midtown,6.0,48201,115,,Mack,Ave,01004189.002L,252224,-83.0565495,42.348546,583,-9245812.79738632,5213333.78207038
BUS2020-00146,NASA AUTO SALES INC,9000 Livernois Ave,Second Hand Store License,SecondHandSales,2025-10-31,Midwest,6.0,48204,9000,,Livernois,Ave,16017311-3,541056,-83.138058,42.3612,584,-9254886.28210164,5215239.95682746
BUS2020-00149,MR. C'S FRESH FISH LLC,18203 W McNichols Rd,Restaurant License,FoodServices,2025-05-31,North Rosedale Park,1.0,48219,18203,W,McNichols,Rd,22013138-9,123428,-83.2202685,42.415281,585,-9264037.91309951,5223390.9467594
BUS2020-00143,YEMEN FUEL MART INC,13001 W Eight Mile,Gas Station License,GasStation,2025-08-31,Blackstone Park,2.0,48235,13001,W,Eight Mile,,22018568-9,19101,-83.1750975,42.444972,586,-9259009.50038088,5227868.90913371
BUS2020-00137,SEVEN MILE FUEL MART INC,18525 W Seven Mile,Gas Station License,GasStation,2025-08-31,Evergreen-Outer Drive,1.0,48219,18525,W,Seven Mile,,22016387-93,101387,-83.224755,42.429627,587,-9264537.34799495,5225554.32909117
BUS2020-00142,EIGHT MILE FUEL MART INC,10001 W Eight Mile,Gas Station License,GasStation,2025-08-31,Pembroke,2.0,48221,10001,W,Eight Mile,,16009436-41,19252,-83.1618405,42.445287,588,-9257533.73789143,5227916.42844464
BUS2020-00155,"SUPER GIANT SUPERMARKET, INC.",8840 Gratiot Ave,Restaurant License,FoodServices,2025-05-31,Gratiot Woods,5.0,48213,8840,,Gratiot,Ave,19001674-8,542484,-83.0092095,42.386382,589,-9240542.93269217,5219034.46843203
BUS2020-00150,AEY CAPITAL LLC,6030 E Eight Mile,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Farwell,3.0,48234,6030,E,Eight Mile,,13009077-81,299724,-83.042505,42.447465,590,-9244249.37079787,5228244.99707497
BUS2020-00157,"GRAND RIVER FUEL MART, LLC",23600 Grand River Ave,Gas Station License,GasStation,2025-08-31,Seven Mile-Rouge,1.0,48219,23600,,Grand River,Ave,22007770-4,110049,-83.2728375,42.423138,591,-9269889.86741102,5224575.72407475
BUS2020-00162,CENTERFOLD INC.,20226 John R St,Business Location License,SexuallyOriented,2026-05-31,Nolan,3.0,48203,20226,,John R,St,09024486-92,545902,-83.102457487538,42.443912621794,592,-9250923.2511824,5227709.09843475
BUS2020-00159,DORSEY SCHOOL OF HOLDINGS,18440 Ford Rd,Service Location License,ServiceOperator,2025-10-31,Warrendale,7.0,48228,18440,,Ford,Rd,22000031-7,215166,-83.2196025,42.33069,593,-9263963.77431864,5210644.64045861
BUS2020-00166,SILAS AUTO SALES LLC,7505 Livernois Ave,Second Hand Store License,SecondHandSales,2025-10-31,Midwest,6.0,48210,7505,,Livernois,Ave,18006896-901,540225,-83.134575,42.349878,594,-9254498.55631521,5213534.41397239
BUS2020-00167,UPFRONT HOSPITALITY LLC,2921 E Grand Blvd,Restaurant MLCC License,FoodServices,2025-05-31,Milwaukee Junction,5.0,48202,2921,E,Grand,Blvd,03001802.,335900,-83.066877,42.37227,595,-9246962.44942749,5216907.83564395
BUS2020-00171,MEYERS FUEL MART,12711 W Eight Mile,Gas Station License,GasStation,2025-08-31,Blackstone Park,2.0,48235,12711,W,Eight Mile,,22018545.,19169,-83.171943,42.445017,596,-9258658.34304717,5227875.69759207
BUS2020-00172,"M & F SERVICE, INC.",13127 W Seven Mile,Gas Station License,GasStation,2025-08-31,Schulze,2.0,,13127,W,Seven Mile,,22015941-5,545538,-83.1765735,42.430905,597,-9259173.80794929,5225747.07600034
BUS2020-00161,ANA RESTAURANT LLC,18616 Fenkell St,Restaurant License,FoodServices,2025-05-31,Rosedale Park,1.0,48223,18616,,Fenkell,St,22007234.003L,123093,-83.2242645,42.401601,598,-9264482.74578471,5221328.45839364
BUS2020-00170,1-75 PETROLEUM,800 W Seven Mile,Gas Station License,GasStation,2025-08-31,Penrose,2.0,48203,800,W,Seven Mile,,01007036.,536549,-83.11131,42.432363,599,-9251908.70836191,5225966.97516088
BUS2020-00177,"Green Genie 3, Inc.",20046 W Warren Ave,Medical Marijuana Facility License,ServiceOperator,2025-09-30,Warrendale,7.0,48228,20046,W,Warren,Ave,22000558-9,352989,-83.236383,42.343308,600,-9265831.77103389,5212544.8518995
BUS2020-00191,KTA FOOD AND FUEL INC,12721 Fenkell St,Gas Station License,GasStation,2025-08-31,Bethune Community,2.0,48227,12721,,Fenkell,St,22010605-11,86837,-83.1698685,42.401889,601,-9258427.41076352,5221371.87456685
BUS2020-00189,W & H GAS & MORE INC,9949 E Warren Ave,Gas Station License,GasStation,2025-08-31,West End,4.0,48213,9949,E,Warren,Ave,19001306.,301316,-82.9973745,42.382611,602,-9239225.46651863,5218466.14412424
BUS2020-00202,"DLA MOTORS, LLC",15225 Gratiot Ave,Second Hand Store License,SecondHandSales,2025-10-31,Mohican Regent,3.0,48205,15225,,Gratiot,Ave,21029208.,351768,-82.970667,42.446484,603,-9236252.40121827,5228097.00400526
BUS2020-00203,ENCORE LOUNGE & GRILL LLC,15407 W Seven Mile,Restaurant MLCC License,FoodServices,2025-05-31,Winship,2.0,48235,15407,W,Seven Mile,,22016156-7,68638,-83.198862,42.430203,604,-9261654.95241984,5225641.20045108
BUS2020-00196,BIG POPPA SMOKE LLC,11919 E Warren Ave,Retailer License,Retail,2025-08-31,Conner Creek Industrial,4.0,48214,11919,E,Warren,Ave,21046421.002,293312,-82.9782855,42.389442,605,-9237100.48875888,5219495.66360605
BUS2020-00210,Country Boy Kitchen llc,15221 Wyoming St,Restaurant License,FoodServices,2025-05-31,Bethune Community,2.0,48238,15221,,Wyoming,St,16007015.001,541810,-83.1601575,42.402231,606,-9257346.38718843,5221423.43153139
BUS2020-00219,FAIQ MAIRA LAYLA LLC,3810 E McNichols Rd,Retailer License,Retail,2025-08-31,Davison,3.0,48212,3810,E,McNichols,Rd,13007201-5,270498,-83.063025,42.418395,607,-9246533.64674895,5223860.49710029
